receipt,category
"VMV IVASAY Y
21-31 ELMSHOTT LANE
CIPPENHAM SL1 505
UK
fel: 016520668115
- o Balyinder Kaur, Til1 ID: |
Sa e 09/09/2023 15:51:19

1lci e PRICE(E)  __GTY TOIAL(E)
TOKIC iS¢ 1.29/ea 1 1.29
COSTA +:57A VANTLLA LAITE 1.79/ea 1 1.79
~ AYY COU CHEESE 1506 1.79/ea 1 i.79
rc i UATERMELON DRINK 320 1.39/ea i 1.39
dlouyS SYIEEZE POP 1.29/ea 1 1.29
‘o or - DD Points Voucher -1.00
ity 0.69/ea 1 0.69
“OTAL : £7 .24
TO0TAL QTY :6
CARD £7.24
VISA
Auth Code: 003249
Sxp Date: 0230
= -thod: CONTACTLESS
il RRERkkRRkRkBE 12
Ciltuc, - £0.00
VULCHER £1.00
RATE NET(£)  VAI(E) _  TOTAL(})
00 5.56  0.00 556
o0 ne 2,23 0.45 2.68

’-f'?ji1ts:

it ... Points: 145 _
. lable Store Points: 59/
nted On : 09/09/2023 16:51:20

hark o oy chupping with us

U LitMARK

-1
",Groceries
"Boots UK Limited
PORTSMOUTH - 15624

(023) 92825245 .
11/12/2023 15:53
Served bg adele e
le Btu srt Blk Kt 19
TOTAL TO P R 7.99
AY £7.99

CARD SALES .99

PLEASE RETAIN THIS rCEIPT 50 THAT
YOUR POINTS CAN BE ADDED WHEN YOU
VISIT HNY UK STURE NITH YOUR

N

74273 60327 94494 41047 92
POINTS TO BE ADDED 21

When this receipt is presented in any-UK store, points will be
added within 24 hours once standard validation checks have been

successfully completed

Visa DEBIT AUTH:812234
MID: *¥¥56672 REF: 1 /00
ATD:A0000000031010

)

CHRDHOLDER DEVILE VERIFIED

= ———

YUU UILL BE DEBITED BY: £7.
PLEHSE RETHIN THIS FIR YUUR RECORDS

iy
",Personal Upkeep
"{ 40-50 Above Bar
| Southampton
Vat No: 6B gug 4397 4

Sale

‘ | H0
Slaz WK oW Son k L0 f4.
41307 010
W
' Glaz OPK Crew Sock B0 £4.50
b 41322001070
£5 .50
Sondico Foothall v )
82101999000
“‘ ( £%5.50
ﬁ Sondico Football 00
82101939000
£0).20
i Carrier Bags
94500182050
Larrier Bags £0.20
g5500 1482050
otion Saving .
Prngor - Assortd Balls qu ‘ii.%%
2 For-Slaz 5PK CrewdSock S R
TOTAL £16.90
Cash £20.00
Change (Cash) €310

IR

What if you change your mind?
; We are happy to offer an exchange or
: credit note for any unwanted items
returned within 28 days of purchase. [tems
| must be returned in their origiral
- packaging, in perfect saleable conditian
and with a receipt.

Refunds will only be wifered in accordance
with your ctatutory rights (which remain
unattected).

For hygiene reasons, underweat, hosiery,

swinwear, pierced jewellery and beauty

products cannut be returned. Footwear

cannot he returned if it has been worn
outdoors

Please retain the receipt as proof of
purchase.

Fearless? Scan here. Limitless career
possibilities await.

ATt
II JLI;.I' !i..

]
!JlI! !‘ ..

L=
At
[

-

nls
LwL

L
.
Ay
L

10/02/24 16:14 briddd 1498 0052 ba 1y

",Personal Upkeep
"M &S ‘
EST. 1884

293 - 299 Bath Road
Slough RS
SL1 5PR ;?iii‘Qj
01628 600546 v

VAT NO. GB232128892
www . marksandspencer . com

33853200 CARROT BAG 500G £0.40 ‘ &
(33320405 CHESTNUTS £3.00 ; N
Items: 2 Balance to Pay £3.40 R
Card Tendered £3.40 B TN
*xxPAYMENT APPROVED#x S
xxxCARDHOLDER RECEIPTxxx - ‘7§,fﬁya
VISA DEBIT e
MID: xxx02072 TID: xxx%x9261 - R A
CARD: 446291XXXXXX2346 AUTH: 027227 S ey '
READ: CONTACTLESS PAN SEQ NO:00

AID: A0000000031010
N CARDHOLDER VERIFICATION
VISA Contactless

xxxxxx*xxxxxxx*xxxx*x***wxw**x*xxxxx**

X % Join Sparks Today! X%

)'(***XX*X****X**X**:‘:**X*)\’)(X*X*‘k)\’***)\‘**x

Fancy the chance to get your shopping
for free?

¥ant to know you're helping charities?
Join Sparks at

marksandspencer.com/joinsparks
or download the M&S App

s00d things happen every tine you shop

Please retain for your records

Terms and Conditions apply, see
@marksandspencer . com

27/710/23 14:52 24003130 75088 705 5393

g

93937050750888
A

~——
",Groceries
"Boots K Limlted
Sloush Bo ts UK - 1904
(0172 %) b76232
2/09/2023 15:42
Served t4: Malike f

Hs Tpasie Utrmin 9 00
Elnett Spry Straig 6&.50

TOTAL TO PAY 15 50
CARD SALES | | £15 56

ADVANTAGE ARy STATEHENT
Puints Received
Points to Spend In Store £

5 DEBIT AUTH:0049% -
AR EX%%¥%x%xB812
< ID: ¥%%69193 REF: 1 /00
11D-A0000000031010

))))

CARDHOLDER DEVICE VERIrIEU

you WILL BE DEBITED BY: £t15.50
LEHSE RETHIN THIS FUR YUUR RECDRDS

* 330************

i

I

5
",Personal Upkeep
"X

_”‘ Bgmhm Hiatrbmsh' wva 637969'7 3.998
ko GLFolly . 10K80%2 WA

""-""i':’"" Ci""‘eu!{ Y ﬂ,’_};__,

P
73
t;(

» 60 .

sSCOWT 303 T
SPA Spring Water 12z £0.38
stiil ﬁwér‘ai Water :Z.ém £0.37
E’nem*f st mas@icl% £0. 42
Strasie; w Canes

r‘,""

f

%

A

D Or L

5 O L e 3 P

£

Tow {» t:*cmx ;m'&:g‘}&!f LA
Tropical Juyosss

&

4

— ‘E

aal 1
1

1

K

¥

a

£
& Ry
Ot &

»
y

£ £
it

Hurofen Tablets ™
Tinned Suseteorn - -
Greek Natural Yogurt: 1.8
Baby Plum Tonatoss -~ 0.8
Milk Chogolate ~ 4 x 20.65 = 2.60
-~ Doughnut Paaches . .- 0.93
Mkt paw‘agmzaps . | 0.99
:»P;ﬁw Craéi;ﬁ %ehtlli ey 0.85

»
5,

0 €0
@ Gt

oo e g e T 00 Tfe TH 3 s Xk

i T L R i L B e s e e 2T gy

'spm Pot Frint

Y°.9
~ Mier F?c:p :

i
arn. Sal tegh, S é 43

PRNERTYC

e
#
",Groceries
"|
(
|
|

/P@ILO RALPH LAUREN

alph |, Ashford
iy Suren Classic Ashford Designer
| » Unit 147 - 148, Kimberley Walk
TN24 QDQ Ashford - UK /
Uniteg Kingdom

o 0044123351070
Store: 914 = I
Date: 3/1/24 ??ﬁé?t?gf3§2 B

Ticket: 7858

Salesperson:
769012 (Vicky)

Ca§hier: 769012

ID: 1056652330
Customer : George Alder

llﬁmw~_w""_u1§5mliQIyPrice Amount
KNIT UNDR e
3616531384518
20% 1 £36.00 27.90
Promo Price -£5.00 £31.00
Polo Live Always On -3.10
- ~ Total  27.90
Tax % Taxable Amt. Tax Amt.
20% 27.90 4.65
TR 2790

XRX XK XK XXX*%]349

Auth #: 003170

Transaction Type: Sale

Auth Time: 13:34 5
Trace Number: 7858 |

e — 5

Change !
‘Exxrﬁxxxthxxtxxxxtwwxwxwwxx*wxxxxwww:xwx
You have saved 8.10

Y*txktwXWXXXXKKXXKXKRIKXK*KKIX*XXRXKKX

RETURNS POLICY: You may return / exchange
your purchase within 60 days of the date
printed on this receipt. All items must be
In resaleable condition with tags
attached. Underwear & swimwear are
excluded from this policy. For more
",Groceries
"| BELGIAN BAR + KITCHEN

62 Elm Grove Southsea P05 1JG
VAT No. 244867867
4 Company No. 09961928

. Tab Name : 5
| Covers : 2
Receipt # : 18495
Printed : Fri, 20 Oct 2023 23:57:06 +0100 [1]

1 x 2/3 Fruli £5.95
2 x 2/3 Corsendonk Pater £13.00

Sttt A et P P S PO ot et e - - ettt A -t b It et =

SALES TOTAL £18.95

iET SALES £15.79
TOTAL TAX £3.16

TO PAY £18.95

SERVICE CHARGLS ARE OPTIONAL - ALL
TIPS GO DIRECT TO STAFF! DANKJEWEL!

-~ —

-

",Eating Out
"T oman

AR
KIOSK WES]I SOUTHAMPTON
PHONE : 0800 368 1990

1070272024 16 L8 81974
3649 117653 02 Irans 24361
SDC Cone  qry PRIGLE AMOUN T !
SMC 20.00 1 2bH 99 2 99 p
10001271 0408734680003 SWENTSHIRT

SMC 20.00 ] 24 .99 2h 99 p
10002301 0408734625103 SWEATSHIRT

RCK 20 00 1 0.10 01o0pP

10003264  K000010000003 Bag M

Total Net 43 .40
VAT 20.00% 8 68
TOTAL 3 62.08
AMEX online £52 .08
AMEX
AMEX
PURCHASE
Zara Southampton
Southampton
Merch 000002100435252
A.I.I.C. 10003826101

Date 10/702/24 Time 15:58

TML 60002288 STAN 004853
Mod. Online

CTLS ICC
AUT. 826539 OPER. 004792
AUTH .RESP.CODE 00
PAN ¥ERXRXAX%%%3857
EXPIR I 113
A.ID A0000000250109%01
APPL AMERICAN EXPRESS
ATC 0158 TCC 826 TT 00
TrCC 826 UN 29356078
TVR 0000008000
ARQC F6CFB59EE9197021
IAD 06940103R20102

PAN SEQ.N 00
AMOUNT  GBP 52.08
TRANSACTION APPROVED
THANK YOU

NO VERIFICATION

The last date for exchange dr refund

in accordance with our policy is
11/03/2024

The timing stated on the back ut the

recelpt should be 1g9nored

3644 117653 02 lrans 29367

———

Stor
ate

",Personal Upkeep
"PR TN
[ IR BURRNTE RERYR 'K

{
/
L

ASDA STORRg | T

|
llll\r“ L0 wn “

t""' -
/ /\

o o l(l'..-l’l""‘
)

WWW _AS

,|'|)‘
¢

’ #/'/[ /

(l

;()l""

S i\

SR

).

1 'l

oy

1-ASUA oM
MANAGER Tan- 20|y
ELER I()Ngl 082'};;/\!)'/ a0/ B
CARROTS OP'589903§Hin. 3 IR géfsﬁn
APPLEES Son 78 L0y F0.99D
KIWIS .~0"". 117262103 (0990
SOFT DRINK  gaad 8156080 o GOV
TOILE] CLEAN 50200000830 0 5V
HARPTC 00 78165123 1 .30V
CLEANING 5o 41755078 C101Y
MINT OREQ 35003352214 £1.250
CHEWING GUM 6233868g523 £2- LoV
- .I by 5 } 2 e
gﬁgEgFCAKE >a5605215] C1.79
BISCUITS 402950022772 £1.299
SQUARES r°1’75036333 £1. 90
TWIX 20593210034 £1.69%
CHOCOLATE 00015945410 £1.50
OLAT 761303531882 (1.50V
GHOCOLATE 761303990571 ¢1.10V
i
Rt 0054 01.29
SWEETS 400990054478 £ 5V
. M s gl.2
SWEETS 5301_047801451 ¢0.35V
§UEE¥§ %853}3303133 20.323
07172091 .3
et dmm s
~ 172091 £0.30
SWEETS 505717209197 30V
SWEETS 505717209197 D 20V
SWEETS 505717209197 ©0. 35V
SWEETS 505717209190 40"" 30V
SWEETS 505717209197 XL o5V
SWEETS 501203595227 ""0 75D
SPAGHETIT 000002104306 K0 750
PASTA 505478193902 Q1.15V
SNACKS 505478174114 > 00D
MINI ROLL 500022160255 £2.000
ASDA WIGGLES 505244963797 £0.90Y
BURGER 509955602168 £1.29
BURGER 509955602168 £1.250
BURGER 509955602504 £1.000
(G SAUGE  o0004168%4  £175
SAUCE 500035 :
EEMEQR 871920020476 £1.30D
ELMLEA 871920020476 £1.30D
POT NOODLE 500011820354 £0. 750
POT NOODLE 500011820354 £0.750
POT NOODLE 500011820354 £0.750
POT NOODLE 500011820354 £0.751)
CHICKEN 506047999703 £1.10D
MORTADELLA 5034g§gggggg 2%.450
50345250032 10D
Sgkﬁ&EURTERS 503452500937 £1.90D
A EESE 5054070275641 £2.550)
CH'ESE 505407027564L £2 .55()
CHE-UCED T0 CLEAR _ WAS £2 qp
Cﬁ%EKEN 50103232852% £1.20p
; 00000 £1.99)
EGG - 505085434599 €110
CHOC BRIOCHE 55476156925 sz.ooe
HATER 505478156925 2 oor
WATER 505919420001 ¢11 0oy
SCHOYS DRESS 919520873 £9.00v
WOMEN 506308929932 £1
BLANKET TR
T ‘62 00
sda Re:g;gs
s SOLTIBUY SAVINGS
; 2901 -£0
£€4.9 .60
ese 2
U SAVED £0.60
TOTAL g1q9
- . 9
. CARD £112 92
OTAL ppg ii- o
STy

‘ '711 | 0
g NO. 60241010
k?ﬁ A00000Q921BBPA5501ICVK
",Groceries
"7

.
R
« 7 e
——— - 7 T N
T - —dmal [ ~ St
By £9 sn.\___w“,r"" 4
L

7 VTS zamn TR ©
LD AT

Cto BLIUEWATER
LOS8, LOWER GUILD HALL
BLUEWATER SHOPPTHG CENTRF
GREENHITHE, DAY 95T
+44 132 2427 184

VAT TD: 997139658

SALE
A)Ud'i l PHE‘utA

[t [RMR VS/PIO 106 OOT
193971591919
31633 VAPTO ONE 1 @ 495,00
uAVING“ - 247, 30
Z0% OIF liEARANLF UK 49.50

SUBIU[A[ 198.00
VAT - 0.0000% 33.00
TDTAL 196 .00

VISA 3rFliNr 198.00
AU]? Nd 5 JO’

lUHE 101z REG: 002 'PAN 019550
DAIE UH/U///OZ 14 3] UPLNﬁ%OH CH%lUEA

I]EH(% SOLD 1 1lrM(°) PLIdRNtU )

Thank vou for snopping at COACH

Sign up for our emails at:
http://uk.coach,com
Like us on Facehook at:
http://we . facebook , com/coach
Follow us on Instagram: @coach
We hope you enjoy vour Coach purchase. If
vou are not satisfied with your in-store
atirchase, unused product may be subject to
a refund or exchange within 30 days of
ourchase when accompanied by a valid
receint. Please refer 1o signage in-store

ar visit coach.com for full details of our
refund and txchange pollty

\’ g
! I
Ak
f?; i
K
th @ s
+
S H
d p
A A B

%
i
%
ﬂ
@
7!
0

T

bgrey
.;/ﬁ’

“
",Personal Upkeep
"sxxfFor a chance

Please tell

www . tel lasda.con

to win £1,000% »x*

us how we did today at

NS P2
e~ ST

ASDA STORFS‘LID.
MANAGER 1A

¥ ]

Whw . ASUA. COM

N DALEY

TEL EPHONL 01753-524017

S1. 04154 OP.

51LOUGH,

1. 0atad U a0 /0704431 1900
L S g8§3g¢01044ﬁl £1 450
oLEMENTINES 1070448 A
1 TUCH ()000()23()()3/ / £0. 700
b1 IUCE 03089133061 £1.300
GRAPL.S 085420997 £0. 790
CUCUMBER  DUS0B3 23081 £1.300
GRAPES - DO0csd009441 £2.00V
CLEAN&““ 285478137749 £1.10V
SQUQKLE 505324926440 £1.99y
AIRCASR NG 400017702722 £2.50V
SOk T DRINE . 502773801610 £1.50V
CANDY FLOSS 200011820354 £0° 750
ot RSSBtE 500011820354 £0.75D
poL NOODLE - DO00VIEESe R0 750
POT NOODLE 8 2732570 £1.00D
ASDA BAKE - O 20180202 £1.250
MINI CREQ 7622 . .
CHOCOLATE 761303990571 £1.50V
NOODLES 844b29043§¥3 gg,ggg
ASDA FUSILLL 000002104 £0.750
SWEETS 400990054616 £1.209
AISCUITS 301776036339 25
CHOCOLATE 500015955034 £1.65V
SWEETS 400990054610 £1.25V
SWEETS 501203595227 £1.25V
SQUARES 505932100344 £1.99V
MINTS 503466052151 £1.60V
SWEETS 505717209197 £0.30V
SWEETS 505717209197 £0.30V
SWEETS 505717209197 £0.30V
SWEETS 505717209190 £0.35V
SWEETS 505717209190 £0.35V
SWEETS 505717209190 £0.35V
SWEETS 505717209190 £0.35V
SWEETS 505717209190 £0.35V
SWEETS 501047853391 £0.25V
SWEETS 501047853391 £0.25V
CHOCOLATE 500015954656 £2. 50V
CHEESE 505407027564 £2.55D
CHEESE 505407027564L £2.55D
CRISPS 505244963797 £0.90V
BURGER 509955602504 £0.90D
BURGER 509955602168 £1.25D
BURGER 509955602168 £1.25D
AEROSOL CRM 505141368094 £1.35D
SHOWER GEL 871895142791 £1. 75V
DRINK 885038910315 £1.25v
FEMCARE 505717272849 £0.500
FEMCARE 505717272849 £0.500
FEMCARE 401540068035 £1.00D
250G BAKING 505141367958 £0.85D
CHICKEN 506047999701 £1.100
SALAMI 503452500326 £2.10D
FRANKFURTERS 503452500937 £1.90D
ELMLEA 871920020476 £1.300
ELMLEA 871920020476 £1.300
LIVER 024192000161 £1.610
CHICKEN 505717210596 £4. 70D
LAUNDRY 872018133204 £4. 00V
WATER 505476156925 £2"" 00V
WATER 505478156925 £2° 00V
ROLLWRAP 506308906778 £1 00V
Asda Rewuiuo -£1.00

Asda Rewards

MULTIBUY SAVINGS

Checse 2f£4.5 2901 ~£0.60
Produce, 2f%£2 1751
x2 MUL 1 TBUY SAVINGS £1.30
YOU SAVED £1.9
14 £78.48

» LEPEVIN £78.48
_ TOIAL LPS £18.38
EPS NO. 6027
ALD A00000VLU31010
C1:80 CV: 6488868989A65BIA
Vica DEBII
apevice Verified
A/C No. xxxx xxxx waax 5810 () ¢
ITRMINAL No. 0019990016
AUTHORISATION No . 000349
Visa Contactless

CHANGE Dy £0 .00
prEast KEEP THLS copy | o voun u|u0hhn
N9. LIEMS sorn oo

1CH /127 RRRY /P’U 004
ANV
AR
T Ghop onl e at /\‘;dd»('ﬂlﬂv for
home delivery o collection in store
30710723 10-06- 20

U
",Groceries
"$ 2
) -
;- L3
e
e,
A
6
: .
SN
v -
p3
[ 4

86 Ashfard Designer Ontlet o

Kimberiay day ;
Ashford
VAT 121 6230 b4

CUSTOMER RECEIPT
14/02/2023 16:30:24
RECEIFT NO 26417
MID: XXX67274 1D XXXKT585
A1D . AQLUZOGOUd TV 1Y
MaSTERCARD
XXXX XXXX AXxX Lild
PAN SE NO. 06

Sack 4BP39.00
TOTAL GBR3S .00

DL FASE DEBIT MY ACCOUNT
NG CARDHOLDER wERIFLZATION
CONTACTLESS
PLFASE KEEP THIS RECE[PT FCOR YCUR
RECORDS
AUTH CODE:RU7870

N5456 0G1 0085 001  14/02/2023 16:30

",Personal Upkeep
"B B,
PR

]

Adora Re%%aurant

Q lar e 'l”ﬂi‘“}, Southeaes
roollg  hap .

C o eudiUti
P05 28D

Order# P0S-9048091375

#00028432

Date:2024-01-19 Time: 20:27:57
Main #Table § Staff User 5
leogurt Adana Kebab 7 bO
legora‘Lamb Sbec1a1 - 22.90 M
xkarides 180
umos Kawrma 8.50

—-— e — —_——— -

1xPont1cel|0 Pinot Gr1glo ZSOML T

- —— e ———— —— e —— ——

IxHouse Red Angora 250ML i 8.50>‘“7
Subtotal 16.70
Tota] 16.70

VAT: GB379 7456 31
",Eating Out
"| Oate: 217100

Portsmduih
VAT NO. GB350396892

£

Cereal Strawberry 1.49 A
Coupon Plus reward , ~1.49
Wensleydale Cranberr a 1.99 A
Chili Cheddar * 1 |
It Antipastl Platter 1.
Sp Antipasti Platter 1
Salt Veg Crisps 1
Melba Toasts G 0]1ve 1.99 A

N = b A ee e e g T e e s e s e e -

AL AP GOPYs - ELEASE RETAIN RECETPT
e Tine: 20:43:15
MID: »*x£3082 ~ TID: =%xx0318 -
TRNS NO: UK027482519839294231 ‘ | ‘
DEBIT MAST:E%QQJ kxxxx kxR R* %3570
A0000000041010 . l i

- o “ RIS ‘4&‘ \ff‘:\?\‘ (5 ""-~ i
SN v T s

; Y
¥ ""

© PLE#

v \‘», I
s '»"" LA / '
! PP ‘:‘ R ! \ i Y iy """"A-""t o
R I 10 R e SALE
B ? N v LEEPASE L 5. N v e, lant g v
Al
Y
-

Yartirication Not Required

Vel i AUTH CODE 787326
ob DEBIT ACCOUNT WITH TOTAL SHOWN

TOTAL DISCOUNT 1.49

VAT RATE SALES € VAT €,
A -0 X 10 0.00
| Ydu saved

£1.49 with Lidl Plus

M A e e e e e e i em - . T e e e e e o e e e mm o .

e 1

i
Ve A

Enter survey:\lldl.co,uk/héveyoursay |
& you can win £100 of | id) Vouchers

————

",Groceries
"TOMMYE HILFIGER

BLUEWATER

Bluewater Shopping Centie, Unit 1137

DA9 9SN GREENHI THE

Telephone +44 () 1322 3¢0 706

VAT GB701980937

Item no. / EAN 8720113799524

CORE 1985 SLIM

TOTAL [11]
Member 10%

TOTAL

Visa Card OFF

CARDHOLDER COPY

Date
Time

Card

PAN seq,
Pref. name
Card type

Payment method
Payment variant

Entry mode

AID
MID
TID
PTID

Auth. code

Tender
Reference

Type
TOTAL

APPROVED

GBP

75.00

GBP 75.00

-7.50

GBP 67 .50

GBP 67.50
31/07/2023
18:51:04
AXXAXXXXX%%%X5936
00
Revolut
visasuperpremiumdebi
visa

Visasuperpremiumdebi
Contactless chip

R0000000031010
498750002344530
VX630-332240232

19768026

TJChUWY
0hJ4001375293064260
AR072023073110200157

GOODS_SERVICES
GBP 67.50

",Personal Upkeep
"CTLTLTLTLT

Welling Superstore
Any questions please visit

www . tesco.com/store-locator

VAT Number: GB 220 4302 31

1 Tesco Broceoli
1 Tesco Parsg?é; gggg gg'gg
1 Tesco Cooked Beetroot 5 '
1 Tesco Green Beans 270 209 o2
1 Tesco Whole Cucumber E £0.89
3 Tesco Ripe & Ready T -ach £0.80
Avocados Win Pack £4.80
) T91.60 each
esco Cherry To
3 Tesco SmallyBanggggeg gggﬁ Eé‘%%
i S '
11Ty Seafoods Breaded S j
Bites 190g =anp £1.30
1 Tesco Garden Peas 1kg £1.45
1 Zggactiv Buttery Taste Spread £4.50
g
Cc Spread -£1.00
1 Activia Strawberry Gut Heal th £2.50
Yoghurt 4x115g '
1 Glenryck Pilchards In Tomato £0.70
Sauce 155¢
1 Maggi Liquid Seasoning 101m] £1.40
Cc Liqd Seasoning -£0.15
1 Natco Mung Beans 1kg £2.65
1 Tesco All Butter Croissants 8 £2.20
Pack
1 Mcvitie's Milk Chocolate £2.65
Digestive Biscuit 2 X 266g
Cc Biscuits -£0.30
1 Tesco Sardines In Tomato Sauce £0.47
120g
1 Tesco Toastie White Bread £0.75
Thick 800g
\\\} Tesco Kitchen Towel 4 Roll £4.40
1 Tesco Easy Cook Brown Rice 1lkg £1.65
Vv Walkers Roast Chicken £1.95
Multipack Crisps 6x25¢
Cc Yalkers Crisps -£0.30
1  Tesco Butter Brioche Rolls 8 £1.40
Pack
2 Fred & Flo 60 Biodegradable £€1.30
Fragrance Free Wipes
£0.65 each
1 Baylis & Harding Blossom & £3.00
Lotus Flower Body Wash 500ml
Cc Body Wash -£1.30
1 Comfort Creations Strawberry & £3.79
Lily Fabric Conditioner 48w
1440m1
Cc Condi tioner -£1.00
( 2  Cussons Creations Vanilla & £1.90
Shea Butter Hand Wash 500ml
£0.95 esach
1 Surf 3 Inl Coconut Bliss £6.50
Washing Capsules 27 Washes
467.1g
Cc Laundry Pods -£1.50
Subtotal : £58.37
Savings: -£5.55
Promotions: -£5.55
TOTAL: £92.82
Card £92.82
Clubcard points earned: 92
Clubcard points balance: 929
Mastercard Credit
AID: A0000000041010

Number-:
Pan sequence no:
Authorisation ~vele -

XXKAXAXXNXX%D5119

07
RRAQR7NR
",Groceries
"The Garage Lounge
1 Albert Buildings
Southsea PO5 2SP
Tel:023 9234 3630

l1ser 1 16/01/207°4

DINE IN
u'eiDai\’? U/U l«z,(lé

[abie No 7

9 GARAGE LOUNGF -

BREAK!I AST 25.90

1 CAPPUCCINO (L) 3.00

t APPLEJUICE  3.00
Total: £31.90

Grand Total £31 90

",Eating Out
"VICTORIA'S
SECRET

Victoria's Secret Bluswater 2414

TEL 01234 567890 VAT No 179 7658 90
Wed 09 Feb 2022 15:16:23 05 4504
P72-656-259-000020 ] £19.00 Qj*f'
VS Black Bra | ﬁ'
PZ3-345-153-00006 1 1 (£24.00)
VS Red Bra
TOTAL REFUND £5.00
MasterCard £5.00
CHANGE £0.00

MasterCard REFUND
""))

Card No: skskkkkksk¥x5119 Contactless

Auth Code: 05687
MID: *%xx1084
TID: **xxx9895

PLEASE CREDLT MY ACCEUNT WITh 2.l

NO CWM

| ITEH RETLRNED TEOAY

1

0222450405

~ —~ -

- - "" E

» N’, J— § - “&«J._M ”~ N———._—‘,-m“w——c—_s‘-—«,‘_\ A

— —~—————

CUSTOMER COPY

45040
",Personal Upkeep
"1 g

\

~olland&Barrett

Southsea 03504
11 Palmerston Road

Southsea P05 3PZ

Custome Receipt

Til]l: 102 07-12-2023 15:
Colleague: Alice 19:38

1x 047353 87 49
HeB ABC To 2° ~ ©&ch £7.49

—_—
Sub Total £ 7.49

Total ToPay £ 7.49

‘\— ”
Card: £7.49
% Custoner Copy xxx
Gea DEBIT T e
Dy’ CONTACTLESS
Sale :
Please OEDYL my auent
, GBP  7.49
' Amount: GBP 749
TR chmogoLnER SEVTTE EEnes
P1gase gﬁ;‘records
for ¥ 510508
o S
te & Time ~~ &V&9 77 __--lltf
e 138556
AUTH CODE: 74VTINX
ATD. A0000030031610
App Seq: 00
Account On File Registration Details
Result: Registration successful
Token 1D: 6723849??
"" Code  Rate NET. VAT GRoss

0.0%¥ 6.24 1.248 7,49
20.0 2VAT REG NO: 211 727 395

Sign Up For Rewards For Life
https://www.hol]andandbarrett .com

RS NRE) |

¢318ddc5-100e-4034-879f -542ec3bed0

Your weliness matters to us. Please spare 5
minutes to have your say on how we dj today
aid get @ chance 10 WIN & 9ift card worth
£150. Your Wellness, Your Say,

Vourtie) 1 nessYoursSey .com

",Personal Upkeep
"| Granu)ate
Energy Drj
azer Cinnamon Buns

STEVANI|

AT R
LN v
z‘yghfi“?"";z
o ”‘,7Tﬂﬁ
tj]lu{_‘.} it Ll P
VAT Mg, (7
4 44

liitwlr;)ramg gt

b M8

fngim1t
i
MuCcling

Caupon

Milk Nu

Panini
4
e tent

d|1t0|n1aRu]]
SCOUNT 30x

Lo Liglt

Plus regarg .
t Chacolate 4 x ""

15% off Fip Carre 10&)9”

Roll 6 x £0.4/
for £1 Stonebakeg HJQY’
Grain Roll 6 x gg. &

ChicwingGum White Tce
Still Soring Water

Hahy P

um Jampal oes OB2504

Strawberay Cunusg
/ Froz Vanilla Cones

ﬁrltishSalted But te;

British

Unsa) Buiter

Bgef Quarter Pounder
| Biy Cheeseburger

S E-Eag e o
XL Brisket Joint -~ T

crqwaveablePotatOS

Cherry 2 4 g0,99 4,
i

Energyze

g
y

1.411 kg g £7.99/kg

d Sugar .

Nk Classics X £0.42

' Bananas Looge 0080000

Sp

0.412 kg

6 £0,99/kg

ring Onions OOBZZQ@

‘._-—_‘--——..-——-—-

—-—--_-—--b---..-.-..

bt T T B SR

[N
v

N a2

MT%W
g 205

-
,,,,,,
-
-
-
o -

PROVED
3EEASE DEBI

"" CUSTOMER CopY*
Date: 20/11/23

""MID: *%%12024 o
TRNS NO: UK203301081666324231
Visa DEBIT
A0000000031010
Cohtact less
'Amount £65.30

verified by Cardho

-
-

2=y . =L _
PLEASE RETAIN RECEIPT

.
"".:1‘4.{4

ool
) C’f ¢
“0490
0.6

0.bh

TV ORI W0 WD W WO W — N\D
™ WO O

N —_ e — PR
- LN AD NS -
RN RS B R I SR R R R R R EART v

0 @0 W ~I N L0 D G & =

PO, O -
~RON WO D OO W B

o o>
; > 00
: DXFFET>E>WE>>omP > >

—
—
nND

SR

-~ -

Time: 10:51.76

ID: ¥+%2187

*****i******SB]Q

]dé}ADevice

SALE

AUTH CODE 0ggg

- .

T ACCOUNT MLTH TOTAL sy

-y o em A e - - ""———-
- - -
g
-
-
-
-
-
- -
-

e T N S e e m e .
- b,

- -

-

-

-

Vou saved""
(1 37 vith Lidl Plos

e

A\
",Groceries
